Time (s),Speed (m/s),Acceleration (m/s2),Lift Resultant Force (N),Drag Resultant Force (N),CD
82.1,23.301387498368314,0.03455192021352053,0.831034546503322,-219.77922521799275,0.46597756569761456
82.2,23.299023335822458,0.03456035717848656,0.8319327710834079,-219.7789092123253,0.46598071231310545
82.3,23.296661635318245,0.03456854391306069,0.832817167601003,-219.77859346754195,0.4659838614735535
82.4,23.294302365530438,0.03457647481115644,0.8336875174034333,-219.77827794944355,0.46598701317601415
82.5,23.29194549513379,0.0345841442666873,0.8345436018380241,-219.777962623831,0.46599016741756116
82.6,23.289590992803056,0.03459154667356678,0.8353852022521014,-219.77764745650518,0.46599332419528605
82.7,23.287238827259774,0.034598676457106355,0.836212101189691,-219.77733241363325,0.46599648350627887
82.8,23.284888970651114,0.03460553034208651,0.8370241688366334,-219.77701748821426,0.465999645346235
82.9,23.282541400824343,0.034612108879506914,0.8378214212110429,-219.77670271789404,0.4660028097085075
83.0,23.28019609616572,0.03461841298215869,0.838603888120329,-219.77638814454008,0.4660059765862259
83.1,23.277853035061497,0.03462444356283297,0.8393715993719025,-219.77607381001988,0.46600914597251814
83.2,23.27551219589793,0.034630201534320885,0.8401245847731735,-219.77575975620093,0.46601231786051045
83.3,23.273173557061273,0.03463568780941355,0.840862874131552,-219.77544602495072,0.4660154922433275
83.4,23.27083709693778,0.0346409033009021,0.8415864972544486,-219.77513265813673,0.46601866911409223
83.5,23.268502793913704,0.0346458489215778,0.8422954839492858,-219.7748196976264,0.46602184846592604
83.6,23.26617062661142,0.034650525788999985,0.8429898843797722,-219.77450717471004,0.46602503029249737
83.7,23.26384057457371,0.03465493581892175,0.8436698280591776,-219.77419507944714,0.4660282145896172
83.8,23.2615126175676,0.03465908112155729,0.8443354638324275,-219.77388339185242,0.46603140135363
83.9,23.259186735360103,0.03466296380712084,0.8449869405444476,-219.7735720919406,0.46603459058089436
84.0,23.256862907718247,0.03466658598582661,0.8456244070401633,-219.7732611597264,0.46603778226778225
84.1,23.254541114409044,0.0346699497678888,0.8462480121645003,-219.77295057522446,0.46604097641067954
84.2,23.252221335199515,0.034673057263521635,0.8468579047623841,-219.77264031844953,0.46604417300598583
84.3,23.249903549856683,0.03467591058293934,0.8474542336787403,-219.77233036941632,0.46604737205011443
84.4,23.247587738392358,0.034678511913148184,0.8480371506839967,-219.77202070867847,0.4660505735394622
84.5,23.245273883256175,0.03468086420590786,0.8486068366829371,-219.7717113221565,0.46605377747014093
84.6,23.242961968296303,0.03468297085170661,0.8491634892943285,-219.77140219885,0.4660569838381026
84.7,23.240651977377524,0.03468483524623952,0.8497073063352985,-219.77109332779509,0.4660601926393086
84.8,23.238343894364604,0.03468646078520165,0.8502384856229745,-219.7707846980278,0.4660634038697314
84.9,23.236037703122324,0.03468785086428808,0.8507572249744844,-219.77047629858427,0.46606661752535483
85.0,23.233733387515457,0.03468900887919387,0.8512637222069556,-219.77016811850052,0.4660698336021739
85.1,23.231430931408774,0.03468993822561409,0.8517581751375157,-219.7698601468127,0.4660730520961948
85.2,23.229130318715704,0.03469064230611187,0.8522407816210695,-219.7695523728001,0.4660762730034219
85.3,23.226831535112886,0.03469112477213868,0.8527117408815085,-219.76924479455525,0.46607949631939544
85.4,23.224534568495855,0.03469138958835915,0.8531712538655232,-219.7689374212619,0.4660827220390659
85.5,23.22223940690146,0.034691440739384384,0.8536195216295183,-219.7686302628101,0.46608595015735166
85.6,23.219946038366544,0.034691282209825494,0.8540567452298979,-219.76832332908975,0.466089180669177
85.7,23.217654450927952,0.034690917984293586,0.854483125723067,-219.76801662999094,0.46609241356947223
85.8,23.21536463262253,0.034690352047399765,0.8548988641654297,-219.76771017540364,0.46609564885317345
85.9,23.21307657148713,0.03468958838375515,0.8553041616133905,-219.7674039752179,0.4660988865152227
86.0,23.210790255558862,0.03468863097796127,0.8556992191252648,-219.76709803932047,0.4661021265505681
86.1,23.208505673132073,0.034687483805683636,0.8560842395428573,-219.7667923745913,0.4661053689543246
86.2,23.20622281323519,0.03468615081708442,0.8564594307980385,-219.76648697932865,0.46610861372207363
86.3,23.203941665026747,0.034684635957805666,0.8568250017248236,-219.76618185030998,0.46611186084948697
86.4,23.201662217665287,0.03468294317348943,0.8571811611572273,-219.76587698431254,0.4661151103322454
86.5,23.199384460309346,0.034681076409777765,0.8575281179292649,-219.76557237811377,0.4661183621660389
86.6,23.19710838211746,0.03467903961231271,0.8578660808749513,-219.765268028491,0.4661216163465665
86.7,23.19483397224817,0.03467683672673631,0.8581952588283015,-219.76496393222155,0.4661248728695362
86.8,23.192561219860007,0.03467447169869064,0.8585158606233305,-219.76466008608284,0.46612813173066514
86.9,23.190290114390905,0.03467194837486091,0.8588280897353979,-219.76435648693734,0.46613139292567346
87.0,23.18802064724361,0.03466926990600687,0.8591321119544861,-219.76405313224646,0.46613465645024843
87.1,23.185752810663846,0.03466643914431523,0.8594280769024131,-219.76375001972858,0.4661379223000681
87.2,23.18348659690057,0.03466345894082772,0.8597161341389958,-219.76344714710302,0.4661411904708192
87.3,23.181221998202727,0.034660332146586106,0.8599964332240515,-219.7631445120891,0.4661444609581971
87.4,23.178959006819273,0.03465706161263213,0.8602691237173973,-219.7628421124062,0.4661477337579058
87.5,23.17669761499917,0.03465365019000754,0.8605343551788501,-219.7625399457736,0.4661510088656582
87.6,23.174437814991364,0.03465010072975408,0.8607922771682273,-219.76223800991065,0.4661542862771756
87.7,23.172179599044814,0.0346464160829135,0.8610430392453459,-219.76193630253672,0.46615756598818814
87.8,23.169922959408467,0.03464259910052755,0.8612867909700229,-219.76163482137113,0.4661608479944346
87.9,23.167667888331284,0.03463865263363798,0.8615236819020756,-219.7613335641332,0.46616413229166237
88.0,23.165414378062216,0.03463457953328654,0.8617538616013211,-219.76103252854224,0.46616741887562746
88.1,23.163162420850217,0.03463038265051497,0.8619774796275764,-219.76073171231766,0.46617070774209457
