0.01,0.627
0.02,0.632
0.03,0.62
0.04,0.607
0.05,0.596
0.06,0.586
0.07,0.581
0.08,0.578
0.09,0.575
0.1,0.572
0.11,0.57
0.12,0.568
0.13,0.566
0.14,0.564
0.15,0.562
0.16,0.561
0.17,0.559
0.18,0.558
0.19,0.556
0.2,0.555
0.21,0.554
0.22,0.553
0.23,0.552
0.24,0.552
0.25,0.551
0.26,0.55
0.27,0.55
0.28,0.55
0.29,0.549
0.3,0.549
0.31,0.549
0.32,0.549
0.33,0.549
0.34,0.549
0.35,0.549
0.36,0.549
0.37,0.549
0.38,0.55
0.39,0.55
0.4,0.55
0.41,0.551
0.42,0.551
0.43,0.552
0.44,0.553
0.45,0.553
0.46,0.554
0.47,0.555
0.48,0.556
0.49,0.557
0.5,0.558
0.51,0.559
0.52,0.56
0.53,0.562
0.54,0.563
0.55,0.565
0.56,0.567
0.57,0.569
0.58,0.571
0.59,0.573
0.6,0.575
0.61,0.578
0.62,0.58
0.63,0.583
0.64,0.586
0.65,0.589
0.66,0.592
0.67,0.595
0.68,0.598
0.69,0.602
0.7,0.606
0.71,0.605
0.72,0.604
0.73,0.603
0.74,0.601
0.75,0.6
0.76,0.599
0.77,0.598
0.78,0.596
0.79,0.595
0.8,0.594
0.81,0.605
0.82,0.616
0.83,0.626
0.84,0.637
0.85,0.648
0.86,0.659
0.87,0.67
0.88,0.68
0.89,0.691
0.9,0.702
0.91,0.707
0.92,0.721
0.93,0.764
0.94,0.828
0.95,0.892
0.96,0.956
0.97,1.02
0.98,1.084
0.99,1.148
1,1.212
1.01,1.276
1.02,1.34
1.03,1.405
1.04,1.469
1.05,1.533
1.06,1.594
1.07,1.659
1.08,1.727
1.09,1.797
1.1,1.871
1.11,1.847
1.12,1.813
1.13,1.782
1.14,1.755
1.15,1.73
1.16,1.707
1.17,1.686
1.18,1.667
1.19,1.65
1.2,1.633
1.21,1.618
1.22,1.604
1.23,1.59
1.24,1.578
1.25,1.566
1.26,1.555
1.27,1.544
1.28,1.534
1.29,1.524
1.3,1.515
1.31,1.506
1.32,1.498
1.33,1.49
1.34,1.482
1.35,1.475
1.36,1.468
1.37,1.461
1.38,1.455
1.39,1.448
1.4,1.442
1.41,1.436
1.42,1.431
1.43,1.425
1.44,1.42
1.45,1.414
1.46,1.409
1.47,1.405
1.48,1.4
1.49,1.395
1.5,1.391
1.51,1.386
1.52,1.382
1.53,1.378
1.54,1.374
1.55,1.37
1.56,1.366
1.57,1.363
1.58,1.359
1.59,1.356
1.6,1.352
1.61,1.349
1.62,1.346
1.63,1.342
1.64,1.339
1.65,1.336
1.66,1.333
1.67,1.33
1.68,1.328
1.69,1.325
1.7,1.322
1.71,1.319
1.72,1.317
1.73,1.314
1.74,1.312
1.75,1.31
1.76,1.307
1.77,1.305
1.78,1.303
1.79,1.301
1.8,1.298
1.81,1.297
1.82,1.295
1.83,1.293
1.84,1.291
1.85,1.29
1.86,1.288
1.87,1.286
1.88,1.285
1.89,1.283
1.9,1.281
1.91,1.28
1.92,1.278
1.93,1.276
1.94,1.275
1.95,1.273
1.96,1.271
1.97,1.27
1.98,1.268
1.99,1.266
2,1.265
2.01,1.263
2.02,1.262
2.03,1.26
2.04,1.259
2.05,1.257
2.06,1.256
2.07,1.254
2.08,1.252
2.09,1.251
2.1,1.25
2.11,1.248
2.12,1.247
2.13,1.245
2.14,1.244
2.15,1.242
2.16,1.241
2.17,1.239
2.18,1.238
2.19,1.237
2.2,1.235
2.21,1.234
2.22,1.232
2.23,1.231
2.24,1.23
2.25,1.228
2.26,1.227
2.27,1.225
2.28,1.224
2.29,1.223
2.3,1.221
2.31,1.22
2.32,1.219
2.33,1.217
2.34,1.216
2.35,1.215
2.36,1.213
2.37,1.212
2.38,1.211
2.39,1.21
2.4,1.208
2.41,1.207
2.42,1.206
2.43,1.204
2.44,1.203
2.45,1.202
2.46,1.201
2.47,1.2
2.48,1.199
2.49,1.198
2.5,1.197
2.51,1.196
2.52,1.195
2.53,1.194
2.54,1.194
2.55,1.193
2.56,1.192
2.57,1.191
2.58,1.19
2.59,1.189
2.6,1.188
2.61,1.187
2.62,1.187
2.63,1.186
2.64,1.185
2.65,1.184
2.66,1.183
2.67,1.182
2.68,1.181
2.69,1.181
2.7,1.18
2.71,1.179
2.72,1.178
2.73,1.177
2.74,1.176
2.75,1.176
2.76,1.175
2.77,1.174
2.78,1.173
2.79,1.172
2.8,1.172
2.81,1.171
2.82,1.17
2.83,1.169
2.84,1.169
2.85,1.168
2.86,1.167
2.87,1.166
2.88,1.166
2.89,1.165
2.9,1.164
2.91,1.163
2.92,1.163
2.93,1.162
2.94,1.161
2.95,1.16
2.96,1.16
2.97,1.159
2.98,1.158
2.99,1.158
3,1.157
